InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV106255,11/8/2026 19:46,S014,SH0011,Shoes,6,65.58,29.21,47.58,New,Digital
INV102878,11/8/2026 20:04,S007,C0093,Clothing,10,93.4,9.33,60.8,Returning,Digital
INV102816,11/9/2026 0:26,S002,SH0021,Shoes,3,175.59,8.51,143.79,Returning,Digital
INV107032,11/9/2026 3:41,S016,A0015,Accessories,9,21.37,9.55,14.35,Returning,Cash
INV106795,11/9/2026 3:59,S019,SH0040,Shoes,10,149.55,6.95,102.57,New,Digital
INV104432,11/9/2026 12:00,S008,SH0024,Shoes,6,64.87,8.38,54.62,New,Cash
INV108325,11/9/2026 12:25,S005,C0037,Clothing,7,89.29,13.36,59.47,Returning,Digital
INV104245,11/9/2026 15:20,S004,SH0018,Shoes,9,139.63,14.16,96,New,Digital
INV102640,11/9/2026 17:02,S017,A0001,Accessories,4,30.29,29.51,14.31,New,Card
INV101011,11/9/2026 17:23,S014,A0008,Accessories,4,43.03,13.11,30.48,New,Cash
INV105636,11/9/2026 17:57,S003,C0089,Clothing,4,35.04,23.6,23.72,New,Card
INV100398,11/9/2026 19:58,S018,SH0011,Shoes,7,51.02,25.49,30.43,Returning,Card
INV100884,11/10/2026 2:03,S008,SH0025,Shoes,9,119.26,16.1,96.46,New,Card
INV109687,11/10/2026 4:10,S018,A0056,Accessories,6,22.28,12.62,9.08,Returning,Card
INV104173,11/10/2026 6:01,S012,SH0008,Shoes,8,75.6,29.46,44.98,New,Card
INV104102,11/10/2026 7:00,S011,C0059,Clothing,3,68.81,21.93,37.26,Returning,Digital
INV100114,11/10/2026 8:46,S010,SH0039,Shoes,5,179.72,27.92,116.82,Returning,Cash
INV106312,11/10/2026 8:46,S005,SH0002,Shoes,9,93.61,10.91,60.47,New,Digital
INV100578,11/10/2026 12:42,S011,C0072,Clothing,5,24.11,17.59,13.35,Returning,Cash
INV107059,11/10/2026 15:15,S016,A0036,Accessories,8,73.85,17.47,43.21,New,Card
INV104767,11/10/2026 15:29,S005,SH0012,Shoes,6,117.59,20.44,86.6,New,Card
INV100059,11/10/2026 18:39,S003,SH0007,Shoes,6,191.61,11.62,117.33,New,Cash
INV103582,11/10/2026 19:00,S001,C0053,Clothing,4,111.34,5.1,78.57,New,Digital
INV105936,11/10/2026 20:39,S003,A0002,Accessories,8,43.25,14.45,20.61,Returning,Card
INV106140,11/10/2026 23:08,S016,C0056,Clothing,4,56.2,7.12,37.92,New,Cash
INV109974,11/11/2026 1:18,S004,SH0017,Shoes,5,159.59,28.36,91.3,Returning,Card
INV104805,11/11/2026 2:30,S012,A0036,Accessories,5,40.3,26.23,21.89,Returning,Cash
INV102225,11/11/2026 4:05,S011,A0041,Accessories,8,24.05,27.43,17.51,New,Digital
INV100668,11/11/2026 7:26,S001,SH0026,Shoes,7,162.05,13.15,122.7,New,Cash
INV107866,11/11/2026 7:43,S018,C0034,Clothing,6,66.3,8.13,42.49,Returning,Digital
INV101687,11/11/2026 8:27,S016,C0092,Clothing,5,105.57,9.98,58.11,New,Cash
INV107444,11/11/2026 12:33,S017,A0036,Accessories,5,36.5,28.1,20.09,Returning,Cash
INV100847,11/11/2026 12:37,S004,A0020,Accessories,8,23.34,25.85,14.07,Returning,Card
INV101545,11/11/2026 13:17,S015,SH0006,Shoes,6,132.2,19.77,87.62,Returning,Card
INV104302,11/11/2026 14:17,S018,C0052,Clothing,4,35.52,12.74,18.01,Returning,Digital
INV100991,11/11/2026 14:44,S001,SH0018,Shoes,5,135.11,18.04,105.17,New,Card
INV103592,11/11/2026 16:14,S010,C0069,Clothing,6,117.3,16,91.34,New,Cash
INV107138,11/11/2026 17:17,S018,C0060,Clothing,10,47.94,21.36,25.77,New,Card
INV101175,11/11/2026 17:33,S020,SH0005,Shoes,7,80.25,26.87,50.59,New,Card
INV103729,11/11/2026 18:45,S006,C0023,Clothing,3,101.09,29.12,71.56,Returning,Card
INV100593,11/11/2026 18:46,S003,SH0029,Shoes,5,139.81,10.28,88.01,Returning,Digital
INV109640,11/12/2026 0:52,S020,A0045,Accessories,8,46.64,18.52,31.27,Returning,Card
INV104143,11/12/2026 1:34,S008,SH0027,Shoes,9,91.71,22.24,61.94,Returning,Card
INV106427,11/12/2026 4:42,S001,A0030,Accessories,10,36.52,20.26,20.8,Returning,Digital
INV109858,11/12/2026 5:39,S017,C0056,Clothing,3,66.97,7.8,43.46,New,Card
INV106615,11/12/2026 6:17,S010,C0027,Clothing,8,102.62,9.23,67.47,Returning,Cash
INV107004,11/12/2026 6:58,S008,SH0039,Shoes,10,151.39,16.66,127.95,Returning,Cash
INV103091,11/12/2026 8:47,S019,C0022,Clothing,5,76.29,12.32,56.45,New,Cash
INV103286,11/12/2026 9:26,S016,C0010,Clothing,10,111.53,6.86,87.06,Returning,Cash
INV107706,11/12/2026 10:06,S009,SH0026,Shoes,9,119.54,7.04,83.32,New,Card
INV101562,11/12/2026 10:30,S010,SH0009,Shoes,6,177.46,5.25,104.29,Returning,Digital
INV100016,11/12/2026 13:26,S011,SH0004,Shoes,4,147.74,6.52,124.88,New,Cash
INV105000,11/12/2026 14:01,S003,C0061,Clothing,3,60.21,25.46,42.01,New,Cash
INV105921,11/12/2026 16:58,S010,C0003,Clothing,4,33.06,25.33,25.29,Returning,Card
INV108729,11/12/2026 19:09,S008,SH0038,Shoes,7,178.31,15.54,120.37,New,Digital
INV102487,11/12/2026 19:55,S010,A0033,Accessories,9,38.09,13.15,18.32,New,Digital
INV103706,11/12/2026 23:34,S001,C0064,Clothing,3,85.68,18.94,68.22,Returning,Card
INV103080,11/13/2026 1:06,S007,C0096,Clothing,3,59.41,10.89,45.61,Returning,Card
INV101418,11/13/2026 2:30,S005,SH0031,Shoes,4,183.45,24.31,152.15,Returning,Digital
INV100869,11/13/2026 4:40,S006,SH0013,Shoes,7,71.31,10.64,49.73,Returning,Digital
INV108529,11/13/2026 5:50,S003,C0089,Clothing,6,72.57,21.54,53.39,New,Card
INV103732,11/13/2026 7:53,S013,A0014,Accessories,3,24.53,9.54,15.65,New,Cash
INV105211,11/13/2026 8:21,S012,SH0001,Shoes,3,197.15,13.52,123.7,Returning,Card
INV108638,11/13/2026 10:04,S013,C0053,Clothing,6,61.09,6.52,32.16,New,Card
INV108622,11/13/2026 11:24,S012,A0041,Accessories,7,59.82,23.32,27.97,Returning,Card
INV108923,11/13/2026 13:12,S003,SH0020,Shoes,4,120.14,9.91,67.48,Returning,Cash
INV103342,11/13/2026 15:03,S009,A0020,Accessories,7,77.44,28.02,33.68,Returning,Digital
INV107552,11/13/2026 17:08,S020,A0049,Accessories,10,51.44,11.73,25.54,New,Card
INV109029,11/13/2026 18:38,S009,A0060,Accessories,3,15.89,26.84,8.36,New,Card
INV100613,11/13/2026 23:46,S010,C0067,Clothing,4,119.19,17.79,69.75,Returning,Digital
INV108577,11/14/2026 0:32,S013,A0032,Accessories,4,57.93,7.75,23.23,New,Cash
INV105714,11/14/2026 1:32,S013,A0013,Accessories,7,65.04,7.14,47.7,New,Digital
INV106937,11/14/2026 2:38,S005,SH0035,Shoes,5,153.25,11.56,108.94,Returning,Card
INV108142,11/14/2026 6:02,S010,SH0037,Shoes,9,198.86,9.61,127.55,New,Card
INV103019,11/14/2026 6:11,S020,A0059,Accessories,5,36,14.33,15.34,Returning,Cash
INV102036,11/14/2026 8:36,S003,C0015,Clothing,8,106.71,24.09,58.02,New,Card
INV109503,11/14/2026 8:41,S003,A0025,Accessories,4,42.45,7.43,31.75,Returning,Card
INV108328,11/14/2026 13:45,S012,A0050,Accessories,5,70.47,26.4,38.69,Returning,Cash
INV109297,11/14/2026 15:46,S013,A0026,Accessories,5,49.45,11.27,22.82,Returning,Digital
INV104899,11/14/2026 16:30,S020,C0085,Clothing,4,100.36,24.99,77.02,Returning,Cash
INV101303,11/14/2026 17:41,S002,C0080,Clothing,7,41.09,12.26,27.01,New,Cash
INV102544,11/14/2026 18:21,S012,C0011,Clothing,10,118.1,26.06,85.68,Returning,Cash
INV109658,11/14/2026 19:10,S018,SH0028,Shoes,5,187.14,5.27,104.06,New,Card
INV107167,11/14/2026 19:18,S004,A0039,Accessories,4,44.54,12.81,30.58,Returning,Cash
INV103441,11/14/2026 20:32,S012,A0012,Accessories,4,49.41,6.51,35.21,Returning,Card
INV103480,11/15/2026 4:01,S003,A0038,Accessories,8,17.38,15.36,8.64,Returning,Card
INV106549,11/15/2026 7:18,S010,A0021,Accessories,10,70.77,24.95,44.29,New,Card
INV104540,11/15/2026 9:03,S011,C0086,Clothing,10,20.71,17.19,16.23,Returning,Digital
INV102480,11/15/2026 9:04,S019,A0001,Accessories,5,18.09,23.05,11.1,New,Card
INV102523,11/15/2026 11:48,S013,C0046,Clothing,5,90.75,10.65,63.15,New,Cash
INV107118,11/15/2026 13:34,S008,A0038,Accessories,3,70.51,10.31,42.28,Returning,Digital
INV104088,11/15/2026 13:53,S016,A0018,Accessories,5,31.51,17.76,22.36,New,Card
INV100844,11/15/2026 15:47,S012,SH0017,Shoes,10,146.15,5.34,91.5,Returning,Digital
INV101342,11/15/2026 18:25,S005,C0046,Clothing,5,102.65,20.96,70.15,Returning,Card
INV109675,11/15/2026 22:35,S006,C0028,Clothing,3,100.65,13.23,61.34,New,Card
INV106227,11/15/2026 22:53,S012,A0056,Accessories,7,62.24,15.58,25.08,New,Card
INV105480,11/16/2026 1:33,S015,A0005,Accessories,3,58.64,28.51,40.47,Returning,Digital
INV103282,11/16/2026 3:03,S007,A0021,Accessories,7,61.97,19.53,25.26,Returning,Card
INV104087,11/16/2026 3:54,S020,C0020,Clothing,4,20.24,22.26,10.22,New,Cash
INV102937,11/16/2026 5:02,S015,C0024,Clothing,6,82.24,7.44,56.03,Returning,Digital
INV109549,11/16/2026 5:25,S001,C0086,Clothing,6,35.06,9.27,20.91,Returning,Cash
INV109685,11/16/2026 7:48,S014,A0024,Accessories,8,30.5,26.15,13.28,Returning,Cash
INV109125,11/16/2026 7:55,S005,SH0001,Shoes,6,180.73,28.82,130.38,New,Digital
INV106008,11/16/2026 8:00,S004,C0080,Clothing,6,48.86,16.21,38.86,Returning,Cash
INV104209,11/16/2026 8:14,S005,C0073,Clothing,6,104.33,13.14,53.47,New,Digital
INV108748,11/16/2026 9:24,S007,SH0012,Shoes,3,110.07,24.69,60.77,Returning,Cash
INV107721,11/16/2026 10:03,S011,SH0039,Shoes,10,159.7,13.3,135.28,Returning,Digital
INV108209,11/16/2026 11:34,S020,A0004,Accessories,7,76.82,5.72,55.6,New,Card
INV103507,11/16/2026 12:38,S018,C0087,Clothing,4,116.56,10.27,88.71,Returning,Card
INV109131,11/16/2026 14:10,S020,C0057,Clothing,3,93.16,6.24,72.49,New,Cash
INV108274,11/16/2026 14:14,S004,C0084,Clothing,5,42.31,21,33.01,New,Cash
INV100342,11/16/2026 14:28,S005,A0032,Accessories,4,48.62,26.04,22.44,New,Card
INV103786,11/16/2026 15:31,S001,SH0015,Shoes,4,146.12,5.29,100.33,New,Card
INV104051,11/16/2026 16:36,S018,C0055,Clothing,3,60.57,28.28,45.81,New,Cash
INV103574,11/16/2026 16:47,S009,C0052,Clothing,3,57.35,27.25,36.13,New,Digital
INV107443,11/16/2026 20:19,S001,SH0029,Shoes,8,177.24,23.63,110.98,Returning,Cash
INV105983,11/16/2026 20:20,S018,C0082,Clothing,5,20.68,13.01,11.49,Returning,Card
INV107304,11/16/2026 23:41,S003,A0040,Accessories,8,51.9,23.09,30.14,New,Card
INV102527,11/17/2026 0:50,S007,SH0032,Shoes,3,178.66,18.99,101.78,New,Cash
INV106912,11/17/2026 1:16,S007,C0097,Clothing,7,82.89,8.69,51.32,New,Card
INV102763,11/17/2026 1:46,S014,C0049,Clothing,10,79.15,21.09,59.87,New,Digital
INV108079,11/17/2026 3:35,S009,SH0005,Shoes,10,131.07,16.14,84.76,Returning,Card
INV106694,11/17/2026 6:36,S012,SH0010,Shoes,3,54.94,19.81,35.97,Returning,Card
INV108702,11/17/2026 8:32,S003,A0008,Accessories,7,77.77,19.59,46.33,Returning,Card
INV108073,11/17/2026 11:04,S009,A0050,Accessories,9,44.02,19.72,26.68,New,Digital
INV107993,11/17/2026 11:30,S015,C0065,Clothing,10,45.92,19.21,23.72,New,Cash
INV101560,11/17/2026 13:08,S006,SH0031,Shoes,7,155.77,7.49,95.89,New,Cash
INV108158,11/17/2026 14:57,S014,A0036,Accessories,6,19.27,13.37,13.12,New,Cash
INV109422,11/17/2026 15:17,S010,A0013,Accessories,6,20.4,13.91,10.85,Returning,Cash
INV107109,11/17/2026 16:50,S018,SH0021,Shoes,3,124.85,18.47,79.73,New,Card
INV106329,11/17/2026 17:47,S019,SH0036,Shoes,4,156.81,7.19,126.51,Returning,Cash
INV101797,11/17/2026 20:32,S007,A0014,Accessories,3,45.17,14.68,23.28,Returning,Cash
INV100649,11/17/2026 20:48,S020,A0038,Accessories,5,71.97,16.74,48.32,Returning,Card
INV106174,11/17/2026 21:38,S010,A0052,Accessories,10,49.92,22.28,26.88,New,Digital
INV100423,11/17/2026 21:39,S020,SH0015,Shoes,9,106.77,29.26,77.07,Returning,Card
INV101055,11/17/2026 22:41,S003,A0049,Accessories,4,49.19,9.97,22.74,Returning,Card
INV100928,11/17/2026 23:53,S005,C0008,Clothing,7,96.74,23.51,55.68,New,Card
INV105339,11/18/2026 0:00,S014,A0060,Accessories,9,70.4,27.25,49.16,New,Cash
INV101132,11/18/2026 0:40,S011,SH0021,Shoes,3,103.29,21.09,66.93,New,Digital
INV103042,11/18/2026 1:59,S007,C0001,Clothing,6,86.89,28.16,44.2,New,Cash
INV104769,11/18/2026 3:23,S010,SH0036,Shoes,9,186.85,17.91,149.28,Returning,Cash
INV107559,11/18/2026 5:43,S020,SH0004,Shoes,3,82.85,21.47,46.05,Returning,Digital
INV106854,11/18/2026 6:49,S020,SH0038,Shoes,5,194.56,22,111.87,New,Digital
INV101598,11/18/2026 6:50,S020,A0047,Accessories,4,43.99,7.25,25.46,Returning,Cash
INV105702,11/18/2026 12:42,S003,SH0025,Shoes,4,72.28,11.61,54.41,New,Card
INV106953,11/18/2026 15:09,S003,A0007,Accessories,10,52.59,23.54,35.56,Returning,Digital
INV108736,11/18/2026 16:52,S013,C0073,Clothing,3,22.42,18.81,16,New,Card
INV106233,11/18/2026 17:10,S004,C0072,Clothing,4,90.75,21.74,55.1,New,Digital
INV102866,11/18/2026 19:57,S007,C0059,Clothing,5,67.27,11.97,35.1,New,Card
INV104319,11/18/2026 20:37,S003,C0042,Clothing,3,76.26,24.02,43.19,Returning,Card
INV101864,11/19/2026 1:23,S019,C0033,Clothing,8,50.22,12.69,28.26,Returning,Cash
INV104779,11/19/2026 1:37,S005,A0043,Accessories,4,29.61,23.05,22.13,Returning,Cash
INV104842,11/19/2026 4:22,S004,SH0020,Shoes,10,56.18,19.7,44.02,New,Cash
INV103762,11/19/2026 4:42,S011,C0059,Clothing,3,104.44,23.66,79.31,New,Digital
INV100453,11/19/2026 7:10,S016,A0040,Accessories,3,72.46,8.25,42.69,New,Cash
INV105997,11/19/2026 10:19,S015,SH0004,Shoes,3,40.8,21.63,24.61,Returning,Card
INV109359,11/19/2026 16:22,S019,A0043,Accessories,6,43.42,15.83,31.65,New,Digital
INV107563,11/19/2026 16:27,S009,SH0015,Shoes,8,90.33,5.1,53.63,Returning,Digital
INV103892,11/19/2026 23:14,S004,SH0009,Shoes,7,73.64,10.81,52.69,Returning,Cash
INV106031,11/20/2026 0:13,S005,SH0012,Shoes,3,80.64,19.61,44.65,New,Card
INV105383,11/20/2026 0:48,S001,A0023,Accessories,3,78.2,22.46,53.74,New,Card
INV107316,11/20/2026 1:01,S005,A0006,Accessories,6,45.83,15.32,19.42,New,Card
INV108362,11/20/2026 1:55,S002,C0012,Clothing,10,92.31,24.37,68.07,New,Cash
INV101825,11/20/2026 7:06,S005,C0078,Clothing,4,72.79,8.87,40.54,Returning,Cash
INV108544,11/20/2026 7:12,S018,C0002,Clothing,9,78.88,5.61,49.32,New,Card
INV106398,11/20/2026 10:59,S003,SH0036,Shoes,9,188.34,18.06,107,New,Card
INV106493,11/20/2026 12:09,S010,A0017,Accessories,9,27.45,18.99,18.67,Returning,Cash
INV100389,11/20/2026 14:17,S001,SH0032,Shoes,3,70.05,29.24,38.94,New,Cash
INV104652,11/20/2026 15:22,S006,C0006,Clothing,9,109.79,12.84,72.23,Returning,Digital
INV109731,11/20/2026 15:32,S008,C0053,Clothing,5,22.09,5.11,11.29,New,Digital
INV104369,11/20/2026 16:03,S011,SH0035,Shoes,8,80.64,25.39,67.91,Returning,Card
INV109902,11/20/2026 19:56,S007,C0035,Clothing,6,59.3,20.12,38.72,New,Card
INV108340,11/20/2026 21:29,S012,C0028,Clothing,10,104.56,19.49,63.61,New,Cash
INV100028,11/20/2026 23:09,S011,C0021,Clothing,9,117.62,5.62,87.42,Returning,Digital
INV106238,11/21/2026 3:29,S003,C0095,Clothing,4,20.8,28.23,11.57,New,Digital
INV103891,11/21/2026 5:08,S001,C0009,Clothing,10,34.4,25.36,25.9,Returning,Cash
INV100670,11/21/2026 9:05,S007,C0087,Clothing,10,75.29,5.67,38.37,New,Card
INV101789,11/21/2026 10:30,S019,A0012,Accessories,6,16.4,13.03,10.73,New,Cash
INV104098,11/21/2026 12:04,S004,SH0005,Shoes,10,184.03,29.27,138.32,Returning,Cash
INV106166,11/21/2026 12:05,S019,SH0040,Shoes,4,110.24,10.53,84.27,New,Cash
INV100222,11/21/2026 13:24,S009,C0082,Clothing,9,99.46,17.89,72.67,Returning,Card
INV107988,11/21/2026 14:18,S018,A0006,Accessories,7,74.26,28.5,55.35,New,Digital
INV109958,11/21/2026 14:23,S015,A0024,Accessories,7,19.81,18.9,10.74,New,Cash
INV100943,11/21/2026 15:25,S016,SH0017,Shoes,3,83.87,26.58,47.57,Returning,Card
INV100685,11/21/2026 19:23,S004,C0028,Clothing,10,61.11,29.58,44.63,New,Card
INV104926,11/21/2026 20:16,S006,SH0022,Shoes,8,169.38,11.32,99.33,New,Cash
INV104008,11/21/2026 21:20,S010,C0001,Clothing,4,77.13,17.41,39.59,Returning,Cash
INV102538,11/21/2026 21:20,S008,A0055,Accessories,9,49.66,5.72,31.59,New,Cash
INV103746,11/22/2026 3:17,S009,SH0009,Shoes,7,141.76,8.41,117.51,New,Cash
INV101739,11/22/2026 6:09,S005,C0091,Clothing,9,40.65,16.9,24.45,Returning,Digital
INV102564,11/22/2026 8:22,S015,A0029,Accessories,3,25.59,29.98,10.33,Returning,Cash
INV107978,11/22/2026 11:15,S009,SH0036,Shoes,9,90.03,25.08,63.4,Returning,Cash
INV103175,11/22/2026 13:38,S004,A0012,Accessories,8,32.38,19.65,16.6,Returning,Digital
INV106318,11/22/2026 15:21,S006,A0018,Accessories,4,26.43,20.16,18.07,Returning,Cash
INV101642,11/22/2026 16:18,S020,A0011,Accessories,7,55.54,20.48,29.79,Returning,Digital
INV105085,11/22/2026 21:15,S003,C0081,Clothing,6,62.85,6.28,35.49,Returning,Cash
INV107820,11/22/2026 23:56,S012,SH0019,Shoes,9,157.87,28.62,121.93,New,Card
INV102783,11/23/2026 0:46,S013,C0093,Clothing,9,107.67,9.35,83.59,Returning,Cash
INV106456,11/23/2026 2:28,S004,SH0038,Shoes,6,83.34,10.54,59.52,New,Digital
INV104783,11/23/2026 3:40,S015,C0076,Clothing,5,20.01,24.19,14.55,Returning,Card
INV102354,11/23/2026 6:22,S011,SH0039,Shoes,8,167.75,8.88,100.15,Returning,Cash
INV109844,11/23/2026 8:19,S003,SH0027,Shoes,10,158.41,5.13,120.92,New,Card
INV106479,11/23/2026 9:10,S002,A0044,Accessories,6,29.41,16,18.32,Returning,Card
INV107996,11/23/2026 9:11,S019,C0048,Clothing,8,78.74,28.76,49.46,Returning,Digital
INV105478,11/23/2026 10:53,S010,SH0015,Shoes,9,121.82,10.64,89.21,Returning,Cash
INV109377,11/23/2026 14:45,S005,SH0036,Shoes,10,61.96,16.83,46.84,New,Digital
INV102793,11/24/2026 1:22,S018,A0055,Accessories,10,79.77,14.37,32,Returning,Digital
INV101896,11/24/2026 1:34,S007,SH0035,Shoes,7,75.73,23.67,63.99,Returning,Digital
INV109394,11/24/2026 3:16,S010,C0050,Clothing,4,108.71,11.08,81.98,Returning,Cash
INV106263,11/24/2026 6:36,S019,SH0037,Shoes,5,161.36,19.39,109.78,New,Cash
INV107539,11/24/2026 7:00,S003,SH0008,Shoes,3,105.77,17.65,65.56,New,Cash
INV103319,11/24/2026 7:34,S013,C0029,Clothing,7,99.3,19.37,62.92,New,Card
INV107753,11/24/2026 8:03,S004,A0045,Accessories,4,28.18,24.02,17.06,Returning,Card
INV107827,11/24/2026 8:50,S017,C0025,Clothing,4,49.81,8.1,36.8,New,Digital
INV107231,11/24/2026 9:03,S014,C0028,Clothing,9,86.05,22.04,64.66,Returning,Digital
INV103679,11/24/2026 9:15,S017,SH0027,Shoes,6,85.77,8.5,54.93,New,Digital
INV107355,11/24/2026 12:20,S008,SH0004,Shoes,3,142.43,13.75,114.44,New,Card
INV101677,11/24/2026 13:50,S001,A0008,Accessories,4,49.86,16.85,29.49,Returning,Card
INV101740,11/24/2026 16:53,S017,SH0004,Shoes,3,105.03,24.93,78.93,Returning,Digital
INV104570,11/24/2026 17:08,S005,A0028,Accessories,3,31.98,20.24,16.3,New,Cash
INV101010,11/24/2026 18:30,S020,SH0025,Shoes,10,150.05,11.25,123.44,Returning,Cash
INV101938,11/24/2026 20:24,S015,SH0022,Shoes,5,96.96,17.15,75.37,Returning,Card
INV107329,11/24/2026 20:35,S003,SH0010,Shoes,7,141.36,5.99,112.57,Returning,Digital
INV100973,11/24/2026 20:47,S020,C0056,Clothing,7,116.52,29.87,86,New,Digital
INV108133,11/24/2026 21:12,S008,C0074,Clothing,7,81.01,7.63,56.54,Returning,Digital
INV102702,11/25/2026 0:19,S003,SH0038,Shoes,3,54.67,12.34,38.31,Returning,Cash
INV104437,11/25/2026 5:18,S012,SH0021,Shoes,7,172.6,10.05,114.46,New,Digital
INV100359,11/25/2026 6:26,S010,SH0031,Shoes,10,68.6,11.34,49.24,Returning,Digital
INV108706,11/25/2026 7:22,S009,A0053,Accessories,10,36.84,29.43,19.57,New,Cash
INV103511,11/25/2026 10:46,S018,C0040,Clothing,7,98.19,6.04,54.12,New,Digital
INV100484,11/25/2026 14:01,S009,A0010,Accessories,3,55.7,21.62,22.3,New,Digital
INV103142,11/25/2026 14:02,S004,SH0033,Shoes,4,55.16,11.74,46.71,New,Digital
INV102643,11/25/2026 14:08,S010,A0046,Accessories,6,65.33,26.26,39.82,Returning,Digital
INV100452,11/25/2026 14:42,S012,A0010,Accessories,4,21.02,10.16,9.25,Returning,Card
INV109310,11/25/2026 15:08,S007,A0045,Accessories,9,19.61,7.79,10.28,Returning,Cash
INV102346,11/25/2026 15:57,S012,C0055,Clothing,8,50.43,21.72,31.74,Returning,Cash
INV106033,11/25/2026 19:17,S003,A0027,Accessories,9,68.68,26.27,34.72,Returning,Card
INV106464,11/25/2026 20:29,S011,C0078,Clothing,4,24.51,21.47,19.04,New,Card
INV100414,11/25/2026 22:08,S017,C0062,Clothing,6,75.93,19.03,49.08,New,Cash
INV106319,11/25/2026 22:57,S011,C0039,Clothing,8,56.34,12.54,31.23,Returning,Digital
INV100422,11/26/2026 1:40,S011,A0057,Accessories,7,80,10.64,59.73,Returning,Digital
INV102365,11/26/2026 1:51,S003,A0030,Accessories,10,17.01,18.16,10.74,New,Cash
INV108855,11/26/2026 5:31,S002,A0042,Accessories,10,73.93,25.49,37.99,Returning,Cash
INV103816,11/26/2026 10:14,S007,SH0036,Shoes,4,153.55,13.61,94.72,New,Card
INV108348,11/26/2026 12:49,S019,C0095,Clothing,4,29.31,26.17,18.95,New,Digital
INV105996,11/26/2026 13:33,S011,A0018,Accessories,5,28.08,12.83,18.67,New,Cash
INV109698,11/26/2026 13:58,S012,SH0035,Shoes,5,117.96,13.36,79.03,Returning,Cash
INV101544,11/26/2026 15:02,S014,A0017,Accessories,4,49.81,14.21,33.86,Returning,Cash
INV104820,11/26/2026 15:39,S017,C0044,Clothing,10,39.11,13.32,27.43,Returning,Cash
INV104201,11/26/2026 16:37,S006,SH0037,Shoes,6,103.44,5.19,72.57,Returning,Cash
INV109006,11/26/2026 21:36,S018,SH0035,Shoes,10,149.55,18.42,99.16,New,Card
INV108288,11/26/2026 22:04,S020,SH0004,Shoes,8,170.64,5.98,109.17,New,Digital
INV101123,11/26/2026 22:55,S008,A0037,Accessories,10,77.93,14.25,32.89,New,Card
INV108061,11/26/2026 23:30,S020,C0055,Clothing,3,104.26,28.81,53.4,New,Card
INV101317,11/27/2026 0:03,S020,A0034,Accessories,4,13.92,12.33,8.73,New,Digital
INV107465,11/27/2026 0:12,S007,A0021,Accessories,9,24.57,14.43,12.95,Returning,Card
INV105186,11/27/2026 1:50,S011,SH0026,Shoes,10,137.11,10.57,92.66,New,Digital
INV108331,11/27/2026 2:28,S011,A0019,Accessories,3,74.52,16.75,35.97,New,Card
INV107033,11/27/2026 5:53,S005,A0014,Accessories,6,72.58,13.32,50.66,New,Card
INV109241,11/27/2026 8:41,S008,SH0039,Shoes,10,198.62,18.8,117.26,New,Cash
INV108811,11/27/2026 8:42,S007,SH0018,Shoes,8,157.79,21.48,99.36,Returning,Digital
INV103898,11/27/2026 8:49,S007,SH0017,Shoes,6,67.2,16.04,43.15,Returning,Card
INV100889,11/27/2026 8:54,S016,A0030,Accessories,3,11.21,29.15,4.52,New,Card
INV109670,11/27/2026 12:54,S011,C0033,Clothing,3,56.76,28.64,34.1,New,Card
INV106242,11/27/2026 13:06,S011,SH0035,Shoes,6,135.74,26.27,108.34,New,Cash
INV109357,11/27/2026 15:04,S020,SH0017,Shoes,7,96.01,20.05,70.92,Returning,Card
INV101488,11/27/2026 17:03,S008,SH0025,Shoes,3,154.74,24.46,107.27,Returning,Digital
INV100127,11/27/2026 20:11,S003,SH0030,Shoes,5,196.93,25.29,136.58,Returning,Cash
INV109899,11/27/2026 21:47,S005,A0030,Accessories,4,72.24,16.43,41.07,New,Card
INV107361,11/27/2026 22:40,S020,SH0019,Shoes,7,46.35,12.66,34.49,New,Digital
INV102453,11/27/2026 22:52,S009,SH0028,Shoes,10,181.78,8.89,151.83,Returning,Cash
INV101007,11/27/2026 23:20,S013,A0028,Accessories,3,49.43,24.06,32.97,New,Card
INV109139,11/27/2026 23:32,S009,A0055,Accessories,4,62.71,19.83,27.03,Returning,Card
INV108109,11/28/2026 4:22,S001,C0023,Clothing,6,107.99,29.78,67.21,Returning,Card
INV101350,11/28/2026 4:44,S012,SH0007,Shoes,4,85.36,5.88,66.66,New,Card
INV107299,11/28/2026 5:36,S006,A0007,Accessories,7,77.86,7.39,41.36,Returning,Cash
INV107505,11/28/2026 7:34,S010,C0067,Clothing,9,30.81,23.98,20.43,New,Digital
INV108293,11/28/2026 7:49,S015,SH0009,Shoes,10,88.26,6.51,59.54,New,Cash
INV105058,11/28/2026 8:00,S005,A0001,Accessories,9,15.38,23.2,11.25,New,Card
INV106909,11/28/2026 9:07,S013,C0084,Clothing,6,55.22,26.36,32.61,New,Digital
INV104642,11/28/2026 12:47,S001,C0049,Clothing,6,36.72,10.32,19.86,New,Digital
INV101655,11/28/2026 12:52,S004,C0075,Clothing,8,68.73,24.75,38.2,New,Card
INV100886,11/28/2026 13:50,S018,SH0004,Shoes,7,169.18,26.46,121.13,Returning,Card
INV105129,11/28/2026 16:44,S012,A0004,Accessories,3,16.25,6.12,8.35,Returning,Card
INV102221,11/28/2026 16:48,S011,A0053,Accessories,9,53.88,25.87,35.66,Returning,Digital
